ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th-L
7271,2540.309,35.075,19.505,3.051,0.000,19.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7272,2540.779,29.371,19.639,3.050,0.000,19.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7273,2541.249,38.630,19.774,3.049,0.000,19.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7274,2541.719,26.852,19.909,3.048,0.000,19.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7275,2542.190,36.334,20.045,3.047,0.000,20.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7276,2542.660,22.926,20.181,3.047,0.000,20.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7277,2543.131,27.149,20.318,3.046,0.000,20.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7278,2543.601,34.630,20.455,3.045,0.000,20.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7279,2544.072,19.926,20.592,3.044,0.000,20.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7280,2544.543,39.778,20.730,3.043,0.000,20.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7281,2545.014,27.778,20.868,3.042,0.000,20.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7282,2545.485,32.704,21.006,3.041,0.000,21.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7283,2545.957,28.186,21.144,3.040,0.000,21.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7284,2546.428,34.704,21.283,3.039,0.000,21.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7285,2546.899,40.852,21.423,3.038,0.000,21.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7286,2547.371,20.556,21.562,3.038,0.000,21.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7287,2547.843,40.149,21.702,3.037,0.000,21.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7288,2548.314,29.371,21.842,3.036,0.000,21.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7289,2548.786,18.556,21.982,3.035,0.000,21.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7290,2549.258,29.964,22.122,3.034,0.000,22.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7291,2549.730,27.297,22.263,3.033,0.000,22.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7292,2550.203,26.482,22.404,3.032,0.000,22.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7293,2550.675,28.297,22.545,3.031,0.000,22.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7294,2551.148,29.704,22.686,3.030,0.000,22.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7295,2551.620,16.630,22.827,3.029,0.000,22.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7296,2552.093,39.593,22.968,3.029,0.000,22.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7297,2552.566,40.001,23.109,3.028,0.000,23.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7298,2553.039,33.890,23.251,3.027,0.000,23.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7299,2553.512,37.371,23.392,3.026,0.000,23.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7300,2553.985,32.223,23.533,3.025,0.000,23.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7301,2554.458,25.408,23.675,3.024,0.000,23.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7302,2554.931,25.852,23.816,3.023,0.000,23.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7303,2555.405,39.334,23.958,3.022,0.000,23.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7304,2555.878,29.112,24.099,3.021,0.000,24.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7305,2556.352,37.112,24.240,3.020,0.000,24.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7306,2556.826,30.556,24.381,3.020,0.000,24.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7307,2557.300,33.556,24.522,3.019,0.000,24.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7308,2557.774,42.852,24.663,3.018,0.000,24.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7309,2558.248,19.075,24.804,3.017,0.000,24.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7310,2558.722,40.926,24.945,3.016,0.000,24.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7311,2559.197,32.371,25.085,3.015,0.000,25.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7312,2559.671,26.482,25.226,3.014,0.000,25.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7313,2560.146,30.926,25.366,3.013,0.000,25.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7314,2560.620,31.556,25.505,3.012,0.000,25.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7315,2561.095,24.890,25.645,3.011,0.000,25.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7316,2561.570,35.334,25.784,3.011,0.000,25.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7317,2562.045,37.112,25.923,3.010,0.000,25.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7318,2562.520,33.778,26.062,3.009,0.000,26.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7319,2562.996,44.001,26.200,3.008,0.000,26.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7320,2563.471,38.964,26.338,3.007,0.000,26.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7321,2563.946,29.890,26.475,3.006,0.000,26.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7322,2564.422,37.186,26.613,3.005,0.000,26.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7323,2564.898,37.371,26.749,3.004,0.000,26.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7324,2565.374,32.926,26.886,3.003,0.000,26.885,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7325,2565.850,23.445,27.021,3.002,0.000,27.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7326,2566.326,23.630,27.157,3.002,0.000,27.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7327,2566.802,34.852,27.291,3.001,0.000,27.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7328,2567.278,32.594,27.426,3.000,0.000,27.425,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7329,2567.754,36.816,27.559,2.999,0.000,27.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7330,2568.231,29.742,27.693,2.998,0.000,27.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7331,2568.708,39.926,27.825,2.997,0.000,27.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7332,2569.184,35.112,27.957,2.996,0.000,27.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7333,2569.661,52.186,28.088,2.995,0.000,28.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7334,2570.138,40.556,28.219,2.994,0.000,28.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7335,2570.615,34.890,28.349,2.993,0.000,28.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7336,2571.092,28.964,28.478,2.993,0.000,28.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7337,2571.570,45.186,28.607,2.992,0.000,28.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7338,2572.047,39.186,28.735,2.991,0.000,28.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7339,2572.525,34.704,28.862,2.990,0.000,28.862,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7340,2573.002,38.630,28.988,2.989,0.000,28.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7341,2573.480,59.186,29.114,2.988,0.000,29.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7342,2573.958,36.742,29.239,2.987,0.000,29.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7343,2574.436,38.556,29.363,2.986,0.000,29.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7344,2574.914,40.482,29.486,2.985,0.000,29.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7345,2575.392,44.445,29.608,2.984,0.000,29.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7346,2575.871,43.038,29.729,2.983,0.000,29.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7347,2576.349,38.334,29.849,2.983,0.000,29.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7348,2576.828,51.260,29.969,2.982,0.000,29.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7349,2577.306,36.742,30.087,2.981,0.000,30.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7350,2577.785,41.112,30.205,2.980,0.000,30.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7351,2578.264,42.852,30.321,2.979,0.000,30.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7352,2578.743,38.482,30.437,2.978,0.000,30.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7353,2579.222,46.334,30.551,2.977,0.000,30.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7354,2579.701,37.371,30.665,2.976,0.000,30.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7355,2580.181,32.816,30.777,2.975,0.000,30.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7356,2580.660,43.594,30.889,2.974,0.000,30.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7357,2581.140,35.816,30.999,2.974,0.000,30.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7358,2581.619,34.556,31.108,2.973,0.000,31.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7359,2582.099,41.630,31.216,2.972,0.000,31.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7360,2582.579,30.964,31.322,2.971,0.000,31.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7361,2583.059,40.742,31.428,2.970,0.000,31.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7362,2583.539,41.186,31.532,2.969,0.000,31.532,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7363,2584.020,36.482,31.635,2.968,0.000,31.635,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7364,2584.500,34.482,31.737,2.967,0.000,31.737,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7365,2584.981,47.445,31.838,2.966,0.000,31.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7366,2585.461,48.482,31.937,2.965,0.000,31.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7367,2585.942,36.408,32.035,2.965,0.000,32.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7368,2586.423,47.186,32.132,2.964,0.000,32.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7369,2586.904,41.260,32.227,2.963,0.000,32.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7370,2587.385,44.890,32.322,2.962,0.000,32.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7371,2587.866,43.816,32.414,2.961,0.000,32.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7372,2588.347,42.964,32.506,2.960,0.000,32.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7373,2588.829,57.186,32.596,2.959,0.000,32.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7374,2589.310,37.408,32.684,2.958,0.000,32.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7375,2589.792,35.260,32.771,2.957,0.000,32.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7376,2590.274,32.445,32.857,2.956,0.000,32.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7377,2590.756,48.482,32.941,2.956,0.000,32.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7378,2591.238,46.260,33.024,2.955,0.000,33.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7379,2591.720,43.482,33.105,2.954,0.000,33.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7380,2592.202,56.482,33.185,2.953,0.000,33.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7381,2592.684,52.668,33.264,2.952,0.000,33.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7382,2593.167,50.112,33.340,2.951,0.000,33.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7383,2593.649,52.668,33.415,2.950,0.000,33.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7384,2594.132,47.668,33.489,2.949,0.000,33.489,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7385,2594.615,39.926,33.561,2.948,0.000,33.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7386,2595.098,33.630,33.632,2.947,0.000,33.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7387,2595.581,40.890,33.701,2.947,0.000,33.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7388,2596.064,47.816,33.768,2.946,0.000,33.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7389,2596.547,49.890,33.834,2.945,0.000,33.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7390,2597.031,44.926,33.898,2.944,0.000,33.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7391,2597.514,52.408,33.960,2.943,0.000,33.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7392,2597.998,68.482,34.021,2.942,0.000,34.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7393,2598.482,40.482,34.080,2.941,0.000,34.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7394,2598.966,47.408,34.137,2.940,0.000,34.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7395,2599.450,50.408,34.193,2.939,0.000,34.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7396,2599.934,37.001,34.247,2.938,0.000,34.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7397,2600.418,43.482,34.299,2.938,0.000,34.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7398,2600.902,52.742,34.350,2.937,0.000,34.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7399,2601.387,52.371,34.398,2.936,0.000,34.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7400,2601.871,52.408,34.445,2.935,0.000,34.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7401,2602.356,56.334,34.491,2.934,0.000,34.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7402,2602.841,43.408,34.534,2.933,0.000,34.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7403,2603.326,57.371,34.576,2.932,0.000,34.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7404,2603.811,49.890,34.616,2.931,0.000,34.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7405,2604.296,40.186,34.654,2.930,0.000,34.654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7406,2604.781,48.964,34.691,2.929,0.000,34.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7407,2605.266,47.890,34.725,2.929,0.000,34.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7408,2605.752,46.186,34.758,2.928,0.000,34.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7409,2606.238,42.408,34.789,2.927,0.000,34.788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7410,2606.723,45.149,34.818,2.926,0.000,34.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7411,2607.209,55.630,34.845,2.925,0.000,34.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7412,2607.695,39.260,34.871,2.924,0.000,34.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7413,2608.181,44.926,34.894,2.923,0.000,34.894,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7414,2608.667,49.260,34.916,2.922,0.000,34.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7415,2609.154,53.630,34.936,2.921,0.000,34.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7416,2609.640,55.334,34.954,2.920,0.000,34.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7417,2610.127,40.186,34.970,2.920,0.000,34.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7418,2610.613,42.112,34.985,2.919,0.000,34.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7419,2611.100,37.964,34.997,2.918,0.000,34.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7420,2611.587,56.334,35.008,2.917,0.000,35.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7421,2612.074,40.482,35.017,2.916,0.000,35.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7422,2612.561,44.445,35.024,2.915,0.000,35.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7423,2613.049,44.260,35.029,2.914,0.000,35.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7424,2613.536,51.704,35.032,2.913,0.000,35.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7425,2614.023,44.816,35.033,2.912,0.000,35.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7426,2614.511,58.594,35.032,2.911,0.000,35.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7427,2614.999,38.704,35.030,2.911,0.000,35.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7428,2615.487,61.334,35.026,2.910,0.000,35.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7429,2615.975,49.186,35.019,2.909,0.000,35.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7430,2616.463,56.297,35.011,2.908,0.000,35.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7431,2616.951,51.742,35.001,2.907,0.000,35.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7432,2617.439,42.038,34.989,2.906,0.000,34.989,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7433,2617.928,43.260,34.975,2.905,0.000,34.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7434,2618.416,57.852,34.960,2.904,0.000,34.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7435,2618.905,36.186,34.942,2.903,0.000,34.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7436,2619.394,44.519,34.923,2.902,0.000,34.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7437,2619.883,47.186,34.902,2.902,0.000,34.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7438,2620.372,55.704,34.878,2.901,0.000,34.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7439,2620.861,59.630,34.853,2.900,0.000,34.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7440,2621.350,39.926,34.827,2.899,0.000,34.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7441,2621.840,40.630,34.798,2.898,0.000,34.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7442,2622.329,44.223,34.767,2.897,0.000,34.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7443,2622.819,53.038,34.735,2.896,0.000,34.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7444,2623.309,64.001,34.701,2.895,0.000,34.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7445,2623.799,48.704,34.665,2.894,0.000,34.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7446,2624.289,53.334,34.627,2.893,0.000,34.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7447,2624.779,50.704,34.587,2.893,0.000,34.586,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7448,2625.269,49.594,34.545,2.892,0.000,34.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7449,2625.759,48.519,34.502,2.891,0.000,34.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7450,2626.250,44.334,34.457,2.890,0.000,34.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7451,2626.740,61.556,34.410,2.889,0.000,34.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7452,2627.231,49.594,34.361,2.888,0.000,34.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7453,2627.722,60.149,34.311,2.887,0.000,34.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7454,2628.213,49.630,34.258,2.886,0.000,34.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7455,2628.704,43.778,34.204,2.885,0.000,34.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7456,2629.195,48.852,34.149,2.884,0.000,34.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7457,2629.686,49.816,34.091,2.884,0.000,34.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7458,2630.178,46.852,34.032,2.883,0.000,34.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7459,2630.669,41.112,33.971,2.882,0.000,33.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7460,2631.161,43.112,33.908,2.881,0.000,33.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7461,2631.653,56.445,33.844,2.880,0.000,33.843,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7462,2632.145,48.926,33.777,2.879,0.000,33.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7463,2632.637,34.112,33.710,2.878,0.000,33.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7464,2633.129,50.186,33.640,2.877,0.000,33.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7465,2633.621,48.704,33.569,2.876,0.000,33.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7466,2634.114,37.260,33.496,2.875,0.000,33.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7467,2634.606,32.408,33.422,2.874,0.000,33.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7468,2635.099,42.630,33.346,2.874,0.000,33.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7469,2635.592,32.519,33.268,2.873,0.000,33.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7470,2636.084,36.149,33.189,2.872,0.000,33.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7471,2636.577,42.742,33.108,2.871,0.000,33.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7472,2637.071,45.630,33.026,2.870,0.000,33.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7473,2637.564,49.334,32.942,2.869,0.000,32.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7474,2638.057,50.408,32.856,2.868,0.000,32.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7475,2638.551,60.815,32.769,2.867,0.000,32.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7476,2639.044,41.926,32.680,2.866,0.000,32.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7477,2639.538,36.630,32.590,2.865,0.000,32.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7478,2640.032,54.297,32.499,2.865,0.000,32.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7479,2640.526,50.852,32.406,2.864,0.000,32.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7480,2641.020,44.186,32.311,2.863,0.000,32.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7481,2641.514,34.594,32.215,2.862,0.000,32.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7482,2642.009,50.519,32.118,2.861,0.000,32.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7483,2642.503,38.334,32.019,2.860,0.000,32.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7484,2642.998,46.223,31.919,2.859,0.000,31.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7485,2643.492,48.408,31.818,2.858,0.000,31.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7486,2643.987,34.926,31.715,2.857,0.000,31.714,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7487,2644.482,50.001,31.610,2.856,0.000,31.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7488,2644.977,54.482,31.505,2.856,0.000,31.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7489,2645.472,30.186,31.398,2.855,0.000,31.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7490,2645.968,38.778,31.290,2.854,0.000,31.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7491,2646.463,51.704,31.180,2.853,0.000,31.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7492,2646.959,46.778,31.070,2.852,0.000,31.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7493,2647.454,52.297,30.958,2.851,0.000,30.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7494,2647.950,47.482,30.844,2.850,0.000,30.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7495,2648.446,46.852,30.730,2.849,0.000,30.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7496,2648.942,36.667,30.615,2.848,0.000,30.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7497,2649.438,44.778,30.498,2.847,0.000,30.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7498,2649.934,33.816,30.380,2.847,0.000,30.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7499,2650.431,36.704,30.261,2.846,0.000,30.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7500,2650.927,52.334,30.141,2.845,0.000,30.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7501,2651.424,41.556,30.020,2.844,0.000,30.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7502,2651.921,36.704,29.897,2.843,0.000,29.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
