spectrum,channels,kev_per_ch,peak_kev,peak_ch,fwhm_field,w_ch_empirical,w_kev_empirical,ratio_to_ch,ratio_to_kev,fwhmcal_at_ch
G1S24_Cs137_Mar,1024,2.94294,190.747,72,10.5768,18.8743,55.5545,0.5604,0.1904,7.0278
G1S24_Cs137_Mar,1024,3.05321,662.801,229,17.2687,16.3026,49.7683,1.0593,0.3470,15.1074
G1S24_Cs137_Mar,1024,3.07311,1465.210,490,28.1640,29.1243,89.5094,0.9670,0.3146,24.9862
G1S24_Cs137_Mar,1024,3.05868,1802.457,600,26.8903,12.0768,36.9361,2.2266,0.7280,28.5678
G1S24_Cs137_Mar_2,1024,2.86912,130.152,48,6.5963,8.3962,24.0820,0.7856,0.2739,5.7419
G1S24_Cs137_Mar_2,1024,2.89442,196.438,71,9.5442,19.1357,55.4037,0.4988,0.1723,7.3732
G1S24_Cs137_Mar_2,1024,3.00396,663.772,229,17.5612,15.6947,47.1421,1.1189,0.3725,15.5788
G1S24_Cs137_Mar_2,1024,3.02353,1453.236,490,25.7723,32.6893,98.8550,0.7884,0.2607,25.3259
G1S24_Cs137_Mar_2,1024,3.03577,2615.707,876,37.1744,36.4667,110.6012,1.0194,0.3361,36.7060
G1S24_Cs137_P25,1024,2.77257,33.432,13,3.5077,4.3307,12.0062,0.8100,0.2922,2.6095
G1S24_Cs137_P25,1024,2.86097,194.102,70,9.4033,15.4181,44.1206,0.6099,0.2131,7.4693
G1S24_Cs137_P25,1024,2.99896,667.786,231,17.5080,15.4536,46.3325,1.1329,0.3779,15.7462
G1S24_Cs137_P25,1024,3.01154,1461.604,494,28.5823,27.2901,82.1877,1.0474,0.3478,25.3155
G1S24_Cs137_P25,1024,3.08649,2615.964,877,35.1958,29.3750,90.6841,1.1982,0.3881,36.2325
G1S24_Cs137_P5,1024,2.76508,31.043,13,3.7484,3.9171,10.8311,0.9569,0.3461,2.4705
G1S24_Cs137_P5,1024,2.84252,199.366,73,10.6159,14.3359,40.7518,0.7405,0.2605,7.5324
G1S24_Cs137_P5,1024,2.92248,447.507,159,15.3609,18.1906,53.0900,0.8444,0.2893,12.4554
G1S24_Cs137_P5,1024,2.96494,659.577,231,17.6109,15.6302,46.3429,1.1267,0.3800,15.8548
G1S24_Cs137_P5,1024,2.98816,868.030,301,18.6140,40.4515,120.7428,0.4602,0.1542,18.8118
G1S24_Cs137_P5,1024,2.99108,1338.149,458,27.7395,48.3175,144.5968,0.5741,0.1918,24.6724
G1S24_Cs137_Petri,1024,2.96948,661.894,229,16.8695,15.8258,46.9988,1.0659,0.3589,15.3782
G1S24_Cs137_Petri,1024,3.03656,1442.678,489,29.4874,28.0947,85.2991,1.0496,0.3457,24.9655
G1S24_Cs137_Petri,1024,3.1364,2637.146,876,40.0409,29.6395,92.8678,1.3509,0.4312,36.2290
G1S24_Cs137_Petri_2,1024,2.89753,74.010,30,3.5837,8.3447,24.1927,0.4295,0.1481,3.9861
G1S24_Cs137_Petri_2,1024,2.92587,193.399,71,11.4918,30.1030,88.0798,0.3817,0.1305,7.0793
G1S24_Cs137_Petri_2,1024,3.00941,668.796,231,17.1195,15.5346,46.7425,1.1020,0.3663,15.5447
G1S24_Cs137_Petri_2,1024,3.05321,1459.403,491,27.6926,25.0678,76.5385,1.1047,0.3618,25.6986
G1S24_Eu152_P5,1024,2.80271,34.550,16,3.7220,4.0939,11.4754,0.9092,0.3243,2.6988
G1S24_Eu152_P5,1024,2.82796,85.229,34,4.8707,5.2323,14.7990,0.9309,0.3291,4.4290
G1S24_Eu152_P5,1024,2.8451,122.105,47,5.7406,4.8489,13.7924,1.1839,0.4162,5.4792
G1S24_Eu152_P5,1024,2.86255,162.059,61,6.9933,9.0373,25.8610,0.7738,0.2704,6.5032
G1S24_Eu152_P5,1024,2.89443,242.666,89,8.7103,8.9019,25.7582,0.9785,0.3382,8.3358
G1S24_Eu152_P5,1024,2.92795,341.663,123,11.3834,10.5413,30.8672,1.0799,0.3688,10.3108
G1S24_Eu152_P5,1024,2.95612,441.707,157,13.6259,19.7762,58.3803,0.6890,0.2334,12.1046
G1S24_Eu152_P5,1024,2.98404,566.476,199,14.2369,16.7426,49.9365,0.8503,0.2851,14.1452
G1S24_Eu152_P5,1024,3.00327,680.252,237,10.0742,15.4331,46.3744,0.6528,0.2172,15.8667
G1S24_Eu152_P5,1024,3.01571,779.575,270,17.3698,16.9428,51.0934,1.0252,0.3400,17.2859
G1S24_Eu152_P5,1024,3.02967,970.068,333,18.7101,17.1334,51.9044,1.0920,0.3605,19.8404
G1S24_Eu152_P5,1024,3.03279,1106.493,378,23.9668,23.2010,70.3622,1.0330,0.3406,21.5638
G1S24_Eu152_P5,1024,3.02323,1418.552,481,27.3346,23.4258,70.8249,1.1669,0.3859,25.2640
G1S24_K40_Denta120,1024,2.94373,35.621,16,2.6756,10.6346,31.3054,0.2516,0.0855,2.7737
G1S24_K40_Denta120,1024,2.94576,73.902,29,3.6368,9.9539,29.3256,0.3654,0.1240,4.0712
G1S24_K40_Denta120,1024,2.95448,239.109,85,8.6525,15.1357,44.7069,0.5717,0.1935,8.1488
G1S24_K40_Denta120,1024,2.96834,502.674,174,13.4554,15.7566,46.7690,0.8540,0.2877,12.9379
G1S24_K40_Denta120,1024,3.00103,1129.458,384,23.0271,37.2597,111.8305,0.6180,0.2059,21.5629
G1S24_K40_Denta120,1024,3.01801,1457.495,493,27.6691,25.5522,77.1174,1.0828,0.3588,25.3356
G1S24_K40_Denta120,1024,3.03311,1750.975,590,31.4050,42.2122,127.9859,0.7440,0.2454,28.4490
G1S24_K40_Denta120,1024,3.07749,2621.735,875,39.2130,53.1883,163.6241,0.7372,0.2397,36.6872
G1S24_K40_Denta120_2,1024,2.93869,74.812,29,4.6183,12.4117,36.4823,0.3721,0.1266,4.0983
G1S24_K40_Denta120_2,1024,2.94789,239.636,85,8.3177,13.8414,40.7929,0.6009,0.2039,8.1838
G1S24_K40_Denta120_2,1024,2.9538,345.866,121,8.6828,3.0662,9.0565,2.8318,0.9587,10.2704
G1S24_K40_Denta120_2,1024,2.96315,514.499,178,11.8362,11.0426,32.7164,1.0719,0.3618,13.1643
G1S24_K40_Denta120_2,1024,2.99992,1182.364,402,29.1021,34.2617,102.7213,0.8494,0.2833,22.2299
G1S24_K40_Denta120_2,1024,3.01568,1471.113,498,28.0792,25.0029,75.3819,1.1230,0.3725,25.5123
G1S24_K40_Denta120_2,1024,3.03046,1743.189,588,39.6014,40.4608,122.5619,0.9788,0.3231,28.3890
G1S24_K40_Denta120_2,1024,3.07757,2619.690,875,36.2639,33.2667,102.3576,1.0901,0.3543,36.6583
G1S24_K40_Mar,1024,2.90442,231.736,84,9.6226,16.7572,48.6175,0.5742,0.1979,8.1360
G1S24_K40_Mar,1024,3.02726,1189.408,404,32.4176,70.7670,214.2246,0.4581,0.1513,22.3472
G1S24_K40_Mar,1024,3.02004,1455.546,492,28.3018,24.8004,74.8981,1.1412,0.3779,25.3677
G1S24_K40_Mar_2,1024,2.91729,235.601,85,7.8572,11.0923,32.3242,0.7083,0.2431,8.1859
G1S24_K40_Mar_2,1024,3.03967,1191.235,403,31.6268,100.1082,304.1910,0.3159,0.1040,22.2781
G1S24_K40_Mar_2,1024,3.03227,1464.534,493,28.4467,24.5312,74.3872,1.1596,0.3824,25.3627
G1S24_K40_Petri,1024,2.95622,72.997,29,3.8033,11.0393,32.6387,0.3445,0.1165,4.0361
G1S24_K40_Petri,1024,2.96322,235.782,84,8.0330,12.1201,35.9101,0.6628,0.2237,8.0481
G1S24_K40_Petri,1024,2.97505,511.911,177,12.6329,8.5605,25.4647,1.4757,0.4961,13.0540
G1S24_K40_Petri,1024,3.01512,1455.362,492,27.7500,27.1243,81.7855,1.0231,0.3393,25.3431
G1S24_K40_Petri,1024,3.02809,1763.565,594,33.2646,35.5365,107.5836,0.9361,0.3092,28.6389
G1S24_K40_Petri,1024,3.06422,2628.673,878,41.0169,39.8657,122.1137,1.0289,0.3359,36.9049
G1S24_K40_Petri_2,1024,2.93555,228.937,84,6.6976,16.3761,48.0188,0.4090,0.1395,7.8288
G1S24_K40_Petri_2,1024,3.05438,1466.548,494,28.4360,25.7504,78.6507,1.1043,0.3615,25.7563
G1S24_Na22_P25,1024,2.84003,175.663,66,8.5357,18.7345,53.2788,0.4556,0.1602,7.0009
G1S24_Na22_P25,1024,2.95381,503.743,179,14.8634,13.5970,40.1622,1.0931,0.3701,13.2277
G1S24_Na22_P25,1024,3.00812,1006.058,347,27.3550,79.9041,240.1075,0.3423,0.1139,20.1751
G1S24_Na22_P25,1024,3.0039,1264.671,433,25.8713,23.1029,69.3994,1.1198,0.3728,23.2347
G1S24_Na22_P25,1024,2.9944,1462.630,499,18.5722,28.5852,85.6100,0.6497,0.2169,25.4349
G1S24_Na22_P25,1024,2.97953,1806.028,614,30.7711,36.5224,108.8406,0.8425,0.2827,29.0314
G1S24_Na22_P25,1024,3.07068,2598.819,878,38.0552,24.8000,76.1588,1.5345,0.4997,36.4689
G1S24_Na22_P5,1024,2.75436,199.107,67,9.6757,13.9442,38.4242,0.6939,0.2518,8.3519
G1S24_Na22_P5,1024,2.85347,519.302,181,15.8638,13.4960,38.5034,1.1754,0.4120,14.8295
G1S24_Na22_P5,1024,2.88499,697.268,243,16.9808,18.3722,53.0148,0.9243,0.3203,17.5805
G1S24_Na22_P5,1024,2.90969,1010.491,351,26.1658,59.4901,172.9539,0.4398,0.1513,21.7416
G1S24_Na22_P5,1024,2.90818,1254.948,435,26.7574,23.0259,66.9619,1.1621,0.3996,24.6106
G1S24_Na22_P5,1024,2.89711,1458.175,505,28.2205,40.6983,117.9521,0.6934,0.2393,26.8262
G1S24_Na22_P5,1024,2.86912,1775.397,615,32.0483,26.6138,76.3521,1.2042,0.4197,30.0608
G1S24_Na22_P5,1024,2.81214,2498.589,870,37.2686,34.3125,96.5385,1.0862,0.3860,36.7307
G1S24_Ra226_Denta120,1024,2.84942,45.770,19,3.2500,4.1032,11.6920,0.7921,0.2780,3.0619
G1S24_Ra226_Denta120,1024,2.85761,77.158,30,5.0019,5.8347,16.6741,0.8573,0.3000,4.1295
G1S24_Ra226_Denta120,1024,2.88508,189.149,69,7.0500,15.2607,43.9814,0.4620,0.1603,7.1253
G1S24_Ra226_Denta120,1024,2.89757,244.085,88,7.6728,7.3438,21.2748,1.0448,0.3607,8.3557
G1S24_Ra226_Denta120,1024,2.90888,296.344,106,8.5125,8.7695,25.5077,0.9707,0.3337,9.4388
G1S24_Ra226_Denta120,1024,2.92024,351.721,125,10.6500,9.9288,28.9947,1.0726,0.3673,10.5151
G1S24_Ra226_Denta120,1024,2.96487,607.812,212,15.5389,14.0578,41.6799,1.1054,0.3728,14.8617
G1S24_Ra226_Denta120,1024,2.98609,765.532,265,18.5018,27.3304,81.5961,0.6770,0.2267,17.2003
G1S24_Ra226_Denta120,1024,3.00414,939.275,323,16.5634,15.5280,46.6410,1.0667,0.3551,19.5808
G1S24_Ra226_Denta120,1024,3.01761,1128.994,386,22.5949,22.4883,67.8423,1.0047,0.3331,22.0045
G1S24_Ra226_Denta120,1024,3.02265,1243.766,424,14.6883,21.0841,63.7215,0.6967,0.2305,23.4001
G1S24_Ra226_Denta120,1024,3.02583,1410.121,479,38.4990,35.6870,107.9794,1.0788,0.3565,25.3460
G1S24_Ra226_Denta120,1024,3.01676,1757.774,594,31.7891,33.4828,101.0206,0.9494,0.3147,29.1818
G1S24_Ra226_Denta120,1024,2.97296,2207.454,744,38.7829,20.1534,59.9355,1.9244,0.6471,33.8185
G1S24_Ra226_Denta120_2,1024,2.86156,76.584,30,5.2391,6.1842,17.6983,0.8472,0.2960,4.1070
G1S24_Ra226_Denta120_2,1024,2.8884,185.840,68,6.8655,17.7273,51.1395,0.3873,0.1343,7.0283
G1S24_Ra226_Denta120_2,1024,2.90094,240.840,87,7.9220,7.3771,21.3985,1.0739,0.3702,8.2624
G1S24_Ra226_Denta120_2,1024,2.91229,293.160,105,8.3323,8.6083,25.0719,0.9679,0.3323,9.3482
G1S24_Ra226_Denta120_2,1024,2.92428,351.527,125,10.6510,10.0866,29.4946,1.0559,0.3611,10.4820
G1S24_Ra226_Denta120_2,1024,2.95095,495.486,174,11.8702,5.5182,16.2773,2.1511,0.7293,13.0241
G1S24_Ra226_Denta120_2,1024,2.96898,607.972,212,15.9948,14.3937,42.7323,1.1112,0.3743,14.8276
G1S24_Ra226_Denta120_2,1024,2.99094,771.892,267,18.7785,17.9353,53.6340,1.0470,0.3501,17.2520
G1S24_Ra226_Denta120_2,1024,3.0083,939.894,323,23.2968,27.7331,83.3819,0.8400,0.2794,19.5492
G1S24_Ra226_Denta120_2,1024,3.02129,1120.810,383,21.8330,17.8271,53.8588,1.2247,0.4054,21.8631
G1S24_Ra226_Denta120_2,1024,3.02683,1244.806,424,15.9696,12.4462,37.6701,1.2831,0.4239,23.3727
G1S24_Ra226_Denta120_2,1024,3.02995,1399.272,475,25.4817,27.8218,84.2958,0.9159,0.3023,25.1823
G1S24_Ra226_Denta120_2,1024,3.02076,1762.546,595,30.7042,28.2925,85.4684,1.0852,0.3592,29.1958
G1S24_Ra226_Denta120_2,1024,2.97871,2197.917,740,37.8677,48.6096,144.9798,0.7790,0.2612,33.6902
G1S24_Ra226_Denta120_2,1024,2.90472,2616.024,882,37.5964,35.7929,104.1281,1.0504,0.3611,37.8056
G1S24_Ra226_Mar,1024,2.82899,48.745,19,3.9035,4.6095,13.0398,0.8468,0.2993,3.2095
G1S24_Ra226_Mar,1024,2.84185,77.100,29,5.0302,6.3123,17.9407,0.7969,0.2804,4.1999
G1S24_Ra226_Mar,1024,2.88586,185.950,67,6.9788,19.5093,56.1764,0.3577,0.1242,7.1541
G1S24_Ra226_Mar,1024,2.90415,238.062,85,7.8671,7.8521,22.8082,1.0019,0.3449,8.3231
G1S24_Ra226_Mar,1024,2.92265,296.333,105,8.6395,8.5492,24.9816,1.0106,0.3458,9.5204
G1S24_Ra226_Mar,1024,2.9393,354.956,125,11.0253,10.2645,30.1609,1.0741,0.3655,10.6370
G1S24_Ra226_Mar,1024,2.99191,610.207,211,16.4969,15.3405,45.8944,1.0754,0.3595,14.8402
G1S24_Ra226_Mar,1024,3.01132,772.337,265,17.4147,16.4494,49.5344,1.0587,0.3516,17.1548
G1S24_Ra226_Mar,1024,3.02244,941.320,321,19.3285,17.5739,53.1043,1.0998,0.3640,19.3795
G1S24_Ra226_Mar,1024,3.02626,1125.844,382,22.9573,22.5121,68.1264,1.0198,0.3370,21.6471
G1S24_Ra226_Mar,1024,3.02506,1252.931,424,15.9190,19.5163,59.0412,0.8157,0.2696,23.1321
G1S24_Ra226_Mar,1024,3.02122,1392.003,470,24.3239,24.9267,75.3083,0.9758,0.3230,24.6983
G1S24_Ra226_Mar,1024,3.00601,1753.659,590,31.3812,29.7205,89.3418,1.0559,0.3512,28.5417
G1S24_Ra226_Mar,1024,2.99867,2197.667,738,38.1328,45.0954,135.2197,0.8456,0.2820,32.9084
G1S24_Ra226_Mar,1024,3.01184,2446.986,821,34.0056,29.2737,88.1553,1.1616,0.3857,35.2166
G1S24_Ra226_Mar_2,1024,2.84463,80.056,30,5.0266,5.7484,16.3497,0.8744,0.3074,4.2928
G1S24_Ra226_Mar_2,1024,2.87431,151.550,55,6.6489,24.6256,70.8688,0.2700,0.0938,6.3115
G1S24_Ra226_Mar_2,1024,2.88741,186.121,67,7.1000,24.1083,69.3826,0.2945,0.1023,7.1554
G1S24_Ra226_Mar_2,1024,2.90571,238.261,85,7.9389,7.6460,22.2194,1.0383,0.3573,8.3243
G1S24_Ra226_Mar_2,1024,2.92333,293.640,104,8.4365,8.6969,25.4247,0.9701,0.3318,9.4637
G1S24_Ra226_Mar_2,1024,2.94008,352.277,124,10.8737,10.1329,29.7890,1.0731,0.3650,10.5836
G1S24_Ra226_Mar_2,1024,2.99352,610.606,211,16.3015,15.4298,46.1858,1.0565,0.3530,14.8400
G1S24_Ra226_Mar_2,1024,3.01348,778.849,267,18.5710,19.9372,60.0611,0.9315,0.3092,17.2361
G1S24_Ra226_Mar_2,1024,3.02353,929.802,317,21.8946,20.3913,61.6434,1.0737,0.3552,19.2240
G1S24_Ra226_Mar_2,1024,3.02788,1123.491,381,22.5409,22.1358,67.0237,1.0183,0.3363,21.6087
G1S24_Ra226_Mar_2,1024,3.0268,1247.621,422,16.0365,20.5593,62.2316,0.7800,0.2577,23.0597
G1S24_Ra226_Mar_2,1024,3.02263,1398.867,472,24.2250,23.2856,70.3922,1.0403,0.3441,24.7615
G1S24_Ra226_Mar_2,1024,3.00738,1760.686,592,31.7920,31.9874,96.2048,0.9939,0.3305,28.5979
G1S24_Ra226_Mar_2,1024,3.00016,2192.917,736,37.9858,43.4597,130.3868,0.8740,0.2913,32.8443
G1S24_Ra226_Mar_2,1024,3.01319,2445.357,820,25.7689,31.2683,94.1853,0.8241,0.2736,35.1808
G1S24_Ra226_Mar_2,1024,3.03461,2626.733,880,34.4896,34.6780,105.1894,0.9946,0.3279,36.7966
G1S24_Ra226_Petri,1024,2.87589,42.463,19,4.1790,5.1880,14.9194,0.8055,0.2801,2.9566
G1S24_Ra226_Petri,1024,2.88321,71.259,29,4.8896,5.6155,16.1953,0.8707,0.3019,3.9176
G1S24_Ra226_Petri,1024,2.91018,184.238,68,7.2702,7.9401,23.1062,0.9156,0.3146,6.9080
G1S24_Ra226_Petri,1024,2.92239,239.648,87,7.6442,7.0109,20.4886,1.0903,0.3731,8.1390
G1S24_Ra226_Petri,1024,2.934,295.285,106,8.4138,8.2217,24.1204,1.0234,0.3488,9.2826
G1S24_Ra226_Petri,1024,2.94501,351.137,125,10.8096,9.6592,28.4473,1.1191,0.3800,10.3593
G1S24_Ra226_Petri,1024,2.98808,612.288,213,16.1779,15.2178,45.4651,1.0631,0.3558,14.7703
G1S24_Ra226_Petri,1024,3.00809,774.206,267,18.5615,26.7423,80.4184,0.6941,0.2308,17.1673
G1S24_Ra226_Petri,1024,3.03427,1118.827,381,21.9227,20.0027,60.6985,1.0960,0.3612,21.7508
G1S24_Ra226_Petri,1024,3.03849,1249.403,424,16.8893,27.7866,84.4281,0.6078,0.2000,23.3553
G1S24_Ra226_Petri,1024,3.0393,1422.646,481,35.3211,34.2996,104.2434,1.0298,0.3388,25.4007
G1S24_Ra226_Petri,1024,3.02392,1777.568,598,31.5012,25.1888,76.2003,1.2506,0.4134,29.3615
G1S24_Ra226_Petri_2,1024,2.86113,45.104,19,3.0834,4.4358,12.6912,0.6951,0.2430,3.0200
G1S24_Ra226_Petri_2,1024,2.86914,76.620,30,5.1578,5.9311,17.0177,0.8696,0.3031,4.0829
G1S24_Ra226_Petri_2,1024,2.89525,186.151,68,6.8549,8.0513,23.3084,0.8514,0.2941,7.0079
G1S24_Ra226_Petri_2,1024,2.9074,241.277,87,7.8767,7.6038,22.1055,1.0359,0.3563,8.2458
G1S24_Ra226_Petri_2,1024,2.91895,296.629,106,8.4099,8.3741,24.4408,1.0043,0.3441,9.3944
G1S24_Ra226_Petri_2,1024,2.92989,352.193,125,10.6883,10.1564,29.7560,1.0524,0.3592,10.4747
G1S24_Ra226_Petri_2,1024,2.97233,609.032,212,16.0420,14.9543,44.4472,1.0727,0.3609,14.8459
G1S24_Ra226_Petri_2,1024,2.99167,764.116,264,18.7048,23.1978,69.4036,0.8063,0.2695,17.1594
G1S24_Ra226_Petri_2,1024,3.00698,926.101,318,21.9895,31.6203,95.0214,0.6954,0.2314,19.4026
G1S24_Ra226_Petri_2,1024,3.01883,1118.964,382,22.0857,19.7609,59.6548,1.1176,0.3702,21.8996
G1S24_Ra226_Petri_2,1024,3.02302,1251.896,426,16.3593,22.5190,68.0684,0.7265,0.2403,23.5339
G1S24_Ra226_Petri_2,1024,3.02385,1403.086,476,27.1511,36.7109,111.0028,0.7396,0.2446,25.3228
G1S24_Ra226_Petri_2,1024,3.00908,1762.279,595,31.3104,29.8402,89.8002,1.0493,0.3487,29.3421
G1S24_Ra226_Petri_2,1024,2.95822,2201.317,742,36.3016,50.2240,148.7797,0.7228,0.2440,33.9465
G1S24_Ra226_Petri_2,1024,2.87699,2607.238,881,37.9261,28.7479,82.7674,1.3193,0.4582,38.0213
G1S24_Th228_P25,1024,2.80199,79.852,30,5.3218,5.9525,16.6811,0.8940,0.3190,4.3676
G1S24_Th228_P25,1024,2.83171,133.377,49,7.5681,21.7131,61.6269,0.3486,0.1228,5.9408
G1S24_Th228_P25,1024,2.88216,239.113,86,8.9060,7.8868,22.7338,1.1292,0.3918,8.4535
G1S24_Th228_P25,1024,2.90669,299.901,107,7.1203,21.1658,61.3060,0.3364,0.1161,9.6946
G1S24_Th228_P25,1024,2.9705,511.659,179,10.6588,11.2001,33.2660,0.9517,0.3204,13.3862
G1S24_Th228_P25,1024,2.9855,583.137,203,15.0771,13.5005,40.3061,1.1168,0.3741,14.4850
G1S24_Th228_P25,1024,3.00743,727.008,251,17.7643,15.3270,46.0981,1.1590,0.3854,16.5470
G1S24_Th228_P25,1024,3.01968,865.661,297,18.2238,16.7395,50.5435,1.0887,0.3606,18.3884
G1S24_Th228_P25,1024,3.02531,1098.496,374,30.3361,41.5484,125.6946,0.7301,0.2413,21.2481
G1S24_Th228_P25,1024,3.01259,1451.867,491,23.7823,72.9973,219.5925,0.3258,0.1083,25.2025
G1S24_Th228_P25,1024,3.00443,1608.307,543,25.5625,69.4070,208.8053,0.3683,0.1224,26.8446
G1S24_Th228_P25,1024,3.0009,2117.961,713,32.9108,42.1014,126.3785,0.7817,0.2604,31.8441
G1S24_Th228_P25,1024,3.08614,2612.395,876,40.7571,35.4445,109.4404,1.1499,0.3724,36.2323
G1S24_Th228_P5,1024,2.83556,35.177,18,3.8555,5.7129,16.1997,0.6749,0.2380,2.7965
G1S24_Th228_P5,1024,2.85264,69.307,30,4.5468,4.9820,14.2154,0.9127,0.3198,3.9330
G1S24_Th228_P5,1024,2.87806,123.752,49,6.5926,7.9471,22.8740,0.8296,0.2882,5.4573
G1S24_Th228_P5,1024,2.90509,187.371,71,5.6579,7.5950,22.0636,0.7449,0.2564,6.9904
G1S24_Th228_P5,1024,2.92317,233.999,87,8.6755,7.9678,23.2923,1.0888,0.3725,8.0062
G1S24_Th228_P5,1024,2.94397,292.674,107,7.5984,14.7163,43.2530,0.5163,0.1757,9.1922
G1S24_Th228_P5,1024,3.00472,512.927,181,11.1428,11.2028,33.6568,0.9946,0.3311,13.0566
G1S24_Th228_P5,1024,3.01935,585.221,205,15.0048,13.6095,41.0910,1.1025,0.3652,14.1884
G1S24_Th228_P5,1024,3.0423,733.768,254,17.5112,16.5535,50.3599,1.0579,0.3477,16.3709
G1S24_Th228_P5,1024,3.05593,871.003,299,18.2581,15.8984,48.5814,1.1484,0.3758,18.2543
G1S24_Th228_P5,1024,3.06515,1106.769,376,25.6944,25.2046,77.2539,1.0194,0.3326,21.2717
G1S24_Th228_P5,1024,3.04081,1626.448,546,30.0445,29.6168,90.0654,1.0144,0.3336,27.2871
G1S24_Th228_P5,1024,3.01849,1862.782,624,34.6941,64.1213,193.4515,0.5411,0.1793,29.8313
G1S24_Th228_P5,1024,2.98946,2157.151,722,33.5316,41.3678,123.6739,0.8106,0.2711,32.8827
G1S24_Th228_P5,1024,2.9603,2644.500,886,41.3755,36.6005,108.3546,1.1305,0.3819,37.6977
G1S24_Th232_Denta120,1024,2.88052,74.656,30,5.1471,6.7971,19.5825,0.7572,0.2628,4.0326
G1S24_Th232_Denta120,1024,2.89432,129.518,49,5.1553,6.2520,18.0939,0.8246,0.2849,5.5792
G1S24_Th232_Denta120,1024,2.91951,237.081,86,8.4227,8.0383,23.4695,1.0478,0.3589,8.0950
G1S24_Th232_Denta120,1024,2.9413,339.651,121,10.0387,6.7878,19.9589,1.4789,0.5030,10.1469
G1S24_Th232_Denta120,1024,2.97353,514.166,180,9.4793,24.9846,74.1626,0.3794,0.1278,13.1966
G1S24_Th232_Denta120,1024,2.98548,588.656,205,14.1110,12.5549,37.4698,1.1239,0.3766,14.3824
G1S24_Th232_Denta120,1024,3.00483,726.446,251,16.0199,12.9890,39.0312,1.2333,0.4104,16.4439
G1S24_Th232_Denta120,1024,3.0252,910.393,312,22.6928,36.2398,109.7080,0.6262,0.2068,18.9897
G1S24_Th232_Denta120,1024,3.05015,1448.810,489,26.9046,34.2842,104.5689,0.7848,0.2573,25.5649
G1S24_Th232_Denta120,1024,3.04737,1622.614,546,25.6976,35.1478,107.1216,0.7311,0.2399,27.4997
G1S24_Th232_Denta120,1024,3.00556,2156.008,722,30.3779,54.2604,163.2129,0.5599,0.1861,33.0839
G1S24_Th232_Denta120,1024,2.92524,2625.074,880,40.1735,37.0739,108.5591,1.0836,0.3701,37.7123
G1S24_Th232_Denta120_2,1024,2.89446,73.318,30,4.9943,7.5502,21.8604,0.6615,0.2285,3.9851
G1S24_Th232_Denta120_2,1024,2.90833,128.446,49,5.4937,6.8766,19.9999,0.7989,0.2747,5.5221
G1S24_Th232_Denta120_2,1024,2.93364,236.529,86,8.3985,7.9429,23.3024,1.0574,0.3604,8.0267
G1S24_Th232_Denta120_2,1024,2.95493,336.640,120,10.2449,8.7453,25.8378,1.1715,0.3965,10.0169
G1S24_Th232_Denta120_2,1024,2.98691,508.980,178,8.9354,24.7112,73.7215,0.3616,0.1212,13.0193
G1S24_Th232_Denta120_2,1024,2.99947,586.805,204,14.5553,13.4339,40.2908,1.0835,0.3613,14.2546
G1S24_Th232_Denta120_2,1024,3.01899,725.243,250,14.9390,11.8315,35.7259,1.2626,0.4182,16.3182
G1S24_Th232_Denta120_2,1024,3.04069,922.220,315,20.3652,32.6786,99.3941,0.6232,0.2049,19.0286
G1S24_Th232_Denta120_2,1024,3.05498,1111.218,377,16.5663,28.5269,87.1155,0.5807,0.1902,21.4431
G1S24_Th232_Denta120_2,1024,3.06491,1457.187,490,19.7839,43.2909,132.6770,0.4570,0.1491,25.5263
G1S24_Th232_Denta120_2,1024,3.06249,1616.518,542,28.6411,57.3241,175.6134,0.4996,0.1631,27.2968
G1S24_Th232_Denta120_2,1024,3.02236,2146.616,716,33.0618,87.4976,263.6764,0.3779,0.1254,32.8477
G1S24_Th232_Denta120_2,1024,2.94067,2630.199,878,40.5479,31.2534,91.9014,1.2974,0.4412,37.6185
G1S24_Th232_Mar,1024,2.9566,71.472,29,4.8637,7.3926,21.8577,0.6579,0.2225,3.9873
G1S24_Th232_Mar,1024,2.95861,124.708,47,6.1288,7.4409,22.0160,0.8237,0.2784,5.4667
G1S24_Th232_Mar,1024,2.96284,237.216,85,8.6094,8.7977,26.0660,0.9786,0.3303,8.0521
G1S24_Th232_Mar,1024,2.96663,338.017,119,10.4817,9.6199,28.5375,1.0896,0.3673,10.0326
G1S24_Th232_Mar,1024,2.97309,510.269,177,8.5096,20.9115,62.1584,0.4069,0.1369,13.0049
G1S24_Th232_Mar,1024,2.97599,587.607,203,14.9366,14.1465,42.0978,1.0558,0.3548,14.2237
G1S24_Th232_Mar,1024,2.98122,727.601,250,15.6591,17.3073,51.5999,0.9048,0.3035,16.2976
G1S24_Th232_Mar,1024,2.98824,915.639,313,23.1447,32.7498,97.8793,0.7067,0.2365,18.8762
G1S24_Th232_Mar,1024,3.01387,1605.882,543,28.3144,75.7186,227.9914,0.3739,0.1242,27.0575
G1S24_Th232_Mar,1024,3.03248,2110.752,710,36.1570,107.2208,325.3179,0.3372,0.1111,32.2406
G1S24_Th232_Mar,1024,3.04005,2317.218,778,35.0662,41.1403,125.0341,0.8524,0.2805,34.2266
G1S24_Th232_Mar,1024,3.05119,2621.781,878,41.1869,29.2599,89.2677,1.4076,0.4614,37.0413
