spectrum,peak_kev,fwhm_kev,label,line_kev,intensity_pct,verdict,rivals,rival_factor,real_rivals,real_factor,best_rival,best_rival_i,matcher_alts,matcher_factor,near_miss,near_factor,fwhm_channels,rivals_old_window,rival_factor_old,real_rivals_old_window,real_factor_old
G1S24_Ra226_Petri_2,1118.964,66.672,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,22.086,1,1.090,1,1.090
G1S24_Ra226_Petri_2,1251.896,49.454,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000,16.359,0,1.000,0,1.000
G1S24_Ra226_Petri_2,1403.086,82.100,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,2,25.090,27.151,0,1.000,0,1.000
G1S24_Ra226_Petri_2,1762.279,94.213,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,31.310,0,1.000,0,1.000
G1S24_Ra226_Petri_2,2201.317,107.385,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,36.302,0,1.000,0,1.000
G1S24_Ra226_Petri_2,2607.238,109.109,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,37.926,0,1.000,0,1.000
G1S24_Th228_P25,133.377,21.431,Ac-228,129.065,2.42,ПОКАЗАНО,1,11.789,1,11.789,Eu-152,28.53,1,4.529,1,4.529,7.568,0,1.000,0,1.000
G1S24_Th228_P25,239.113,25.668,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.906,1,6.004,1,6.004
G1S24_Th228_P25,299.901,20.696,Pb-214,295.000,18.4672,ПОКАЗАНО,1,5.068,1,5.068,Lu-176,93.6,4,11.542,2,11.542,7.120,0,1.000,0,1.000
G1S24_Th228_P25,583.137,45.012,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,2,2.940,15.077,0,1.000,0,1.000
G1S24_Th228_P25,865.661,55.029,Ac-228,835.000,1.61,ПОКАЗАНО,0,1.000,0,1.000,,,3,53.081,1,16.025,18.224,0,1.000,0,1.000
G1S24_Th228_P25,1098.496,91.774,Eu-152,1111.000,13.67,ПОКАЗАНО,1,1.090,1,1.090,Bi-214,14.9,1,7.304,1,7.304,30.336,0,1.000,0,1.000
G1S24_Th228_P25,1451.867,71.646,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000,23.782,0,1.000,0,1.000
G1S24_Th228_P25,1608.307,76.801,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,25.563,0,1.000,0,1.000
G1S24_Th228_P25,2322.633,103.562,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000,34.269,0,1.000,0,1.000
G1S24_Th228_P25,2612.395,125.799,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,40.757,0,1.000,0,1.000
G1S24_Th228_P5,123.752,18.974,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,1,1.126,6.593,0,1.000,0,1.000
G1S24_Th228_P5,187.371,16.437,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,2,21.420,1,21.420,5.658,1,15.659,1,15.659
G1S24_Th228_P5,233.999,25.360,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,1,11.208,8.675,0,1.000,0,1.000
G1S24_Th228_P5,292.674,22.369,Pb-214,295.000,18.4672,ПОКАЗАНО,1,3.017,1,3.017,I-131,6.1207,3,11.542,3,11.542,7.598,0,1.000,0,1.000
G1S24_Th228_P5,585.221,45.304,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,2,2.940,15.005,0,1.000,0,1.000
G1S24_Th228_P5,733.768,53.274,Bi-212,727.330,6.67,ПОКАЗАНО,1,3.771,1,3.771,I-131,1.7686,4,12.813,2,1.939,17.511,0,1.000,0,1.000
G1S24_Th228_P5,871.003,55.795,Ac-228,835.000,1.61,ПОКАЗАНО,0,1.000,0,1.000,,,4,53.081,1,16.025,18.258,0,1.000,0,1.000
G1S24_Th228_P5,1106.769,78.755,Eu-152,1111.000,13.67,ПОКАЗАНО,1,1.090,1,1.090,Bi-214,14.9,1,7.304,1,7.304,25.694,0,1.000,0,1.000
G1S24_Th228_P5,1626.448,91.359,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,30.044,0,1.000,0,1.000
G1S24_Th228_P5,1862.782,104.724,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,34.694,0,1.000,0,1.000
G1S24_Th228_P5,2362.813,105.300,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,2,23.205,0,1.000,35.423,0,1.000,0,1.000
G1S24_Th228_P5,2644.500,122.490,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,41.375,0,1.000,0,1.000
G1S24_Th232_Denta120,74.656,14.826,Am-243,74.660,67.2,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,5.147,0,1.000,0,1.000
G1S24_Th232_Denta120,129.518,14.921,Ac-228,129.065,2.42,ПОКАЗАНО,1,11.789,1,11.789,Eu-152,28.53,0,1.000,0,1.000,5.155,0,1.000,0,1.000
G1S24_Th232_Denta120,237.081,24.590,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.423,1,6.004,1,6.004
G1S24_Th232_Denta120,339.651,29.527,Ac-228,338.000,11.27,ПОКАЗАНО,3,3.820,3,3.820,Ac-228,2.95,3,7.232,3,7.232,10.039,0,1.000,0,1.000
G1S24_Th232_Denta120,588.656,42.128,Tl-208,583.000,30.549,ПОКАЗАНО,1,1.487,1,1.487,Bi-214,45.44,2,4.269,1,2.940,14.111,0,1.000,0,1.000
G1S24_Th232_Denta120,910.393,68.649,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,2,5.170,22.693,0,1.000,0,1.000
G1S24_Th232_Denta120,1448.810,82.062,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,26.905,0,1.000,0,1.000
G1S24_Th232_Denta120,1622.614,78.309,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,25.698,0,1.000,0,1.000
G1S24_Th232_Denta120,2625.074,117.513,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,40.174,0,1.000,0,1.000
G1S24_Th232_Denta120_2,128.446,15.977,Ac-228,129.065,2.42,ПОКАЗАНО,1,11.789,1,11.789,Eu-152,28.53,0,1.000,0,1.000,5.494,0,1.000,0,1.000
G1S24_Th232_Denta120_2,236.529,24.638,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.398,0,1.000,0,1.000
G1S24_Th232_Denta120_2,336.640,30.273,Ac-228,338.000,11.27,ПОКАЗАНО,2,3.820,2,3.820,Ac-228,2.95,5,8.305,5,8.305,10.245,0,1.000,0,1.000
G1S24_Th232_Denta120_2,461.255,22.125,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000,7.428,0,1.000,0,1.000
G1S24_Th232_Denta120_2,508.980,26.689,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000,8.935,0,1.000,0,1.000
G1S24_Th232_Denta120_2,586.805,43.658,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,2,2.940,14.555,0,1.000,0,1.000
G1S24_Th232_Denta120_2,922.220,61.924,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,2,5.170,20.365,0,1.000,0,1.000
G1S24_Th232_Denta120_2,1111.218,50.609,Eu-152,1111.000,13.67,ПОКАЗАНО,1,1.090,1,1.090,Bi-214,14.9,1,7.304,0,1.000,16.566,0,1.000,0,1.000
G1S24_Th232_Denta120_2,1457.187,60.635,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000,19.784,0,1.000,0,1.000
G1S24_Th232_Denta120_2,1616.518,87.712,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,28.641,0,1.000,0,1.000
G1S24_Th232_Denta120_2,2630.199,119.234,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,40.548,0,1.000,0,1.000
G1S24_Th232_Mar,124.708,18.133,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,0,1.000,6.129,0,1.000,0,1.000
G1S24_Th232_Mar,237.216,25.508,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.609,1,6.004,1,6.004
G1S24_Th232_Mar,338.017,31.095,Ac-228,338.000,11.27,ПОКАЗАНО,3,3.820,3,3.820,Ac-228,2.95,3,7.232,4,8.305,10.482,0,1.000,0,1.000
G1S24_Th232_Mar,468.656,22.534,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000,7.583,0,1.000,0,1.000
G1S24_Th232_Mar,510.269,25.300,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,8.510,0,1.000,0,1.000
G1S24_Th232_Mar,587.607,44.451,Tl-208,583.000,30.549,ПОКАЗАНО,1,1.487,1,1.487,Bi-214,45.44,2,4.269,1,2.940,14.937,0,1.000,0,1.000
G1S24_Th232_Mar,727.601,46.683,Bi-212,727.330,6.67,ПОКАЗАНО,1,3.771,1,3.771,I-131,1.7686,5,12.813,1,1.364,15.659,1,3.771,1,3.771
G1S24_Th232_Mar,915.639,69.162,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,2,5.170,23.145,0,1.000,0,1.000
G1S24_Th232_Mar,1605.882,85.336,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,2,4.748,0,1.000,28.314,0,1.000,0,1.000
G1S24_Th232_Mar,2621.781,125.669,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,41.187,0,1.000,0,1.000
G1S24_Th232_Mar_2,48.581,6.354,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,2.245,0,1.000,0,1.000
G1S24_Th232_Mar_2,131.187,16.122,Ac-228,129.065,2.42,ПОКАЗАНО,1,11.789,1,11.789,Eu-152,28.53,1,4.529,1,4.529,5.625,0,1.000,0,1.000
G1S24_Th232_Mar_2,237.979,25.238,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.687,1,6.004,1,6.004
G1S24_Th232_Mar_2,337.293,30.887,Ac-228,338.000,11.27,ПОКАЗАНО,2,3.820,2,3.820,Ac-228,2.95,5,8.305,5,8.305,10.521,0,1.000,0,1.000
G1S24_Th232_Mar_2,464.226,19.575,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000,6.598,0,1.000,0,1.000
G1S24_Th232_Mar_2,508.796,26.606,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000,8.941,0,1.000,0,1.000
G1S24_Th232_Mar_2,586.351,44.471,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,2,2.940,14.876,0,1.000,0,1.000
G1S24_Th232_Mar_2,730.332,48.523,Bi-212,727.330,6.67,ПОКАЗАНО,1,3.771,1,3.771,I-131,1.7686,4,12.813,1,1.364,16.129,0,1.000,0,1.000
G1S24_Th232_Mar_2,917.350,66.196,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,2,5.170,21.901,0,1.000,0,1.000
G1S24_Th232_Mar_2,1110.999,50.379,Eu-152,1111.000,13.67,ПОКАЗАНО,1,1.090,1,1.090,Bi-214,14.9,1,7.304,0,1.000,16.641,0,1.000,0,1.000
G1S24_Th232_Mar_2,1606.707,90.981,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,30.189,0,1.000,0,1.000
G1S24_Th232_Mar_2,2309.474,109.938,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000,36.599,0,1.000,0,1.000
G1S24_Th232_Mar_2,2614.049,125.178,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,41.276,0,1.000,0,1.000
G1S24_Th232_Petri,126.631,14.310,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,0,1.000,4.912,1,11.789,1,11.789
G1S24_Th232_Petri,237.816,24.246,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.252,1,6.004,1,6.004
G1S24_Th232_Petri,335.113,30.490,Ac-228,338.000,11.27,ПОКАЗАНО,2,3.820,2,3.820,Ac-228,2.95,5,8.305,5,8.305,10.307,0,1.000,0,1.000
G1S24_Th232_Petri,504.611,29.169,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000,9.761,0,1.000,0,1.000
G1S24_Th232_Petri,585.461,42.973,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,2,2.940,14.322,0,1.000,0,1.000
G1S24_Th232_Petri,920.803,61.187,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,2,5.170,20.139,0,1.000,0,1.000
G1S24_Th232_Petri,1118.730,64.053,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,20.997,1,1.090,1,1.090
G1S24_Th232_Petri,1460.865,81.743,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000,26.754,0,1.000,0,1.000
G1S24_Th232_Petri,1616.585,68.446,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,22.438,0,1.000,0,1.000
G1S24_Th232_Petri,2334.911,115.930,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000,39.036,0,1.000,0,1.000
G1S24_Th232_Petri,2626.018,117.417,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,40.375,0,1.000,0,1.000
G1S24_Th232_Petri_2,126.489,15.020,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,0,1.000,5.162,1,11.789,1,11.789
G1S24_Th232_Petri_2,237.550,24.378,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.306,1,6.004,1,6.004
G1S24_Th232_Petri_2,337.694,30.400,Ac-228,338.000,11.27,ПОКАЗАНО,2,3.820,2,3.820,Ac-228,2.95,5,8.305,4,7.232,10.286,0,1.000,0,1.000
G1S24_Th232_Petri_2,462.307,21.691,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000,7.284,0,1.000,0,1.000
G1S24_Th232_Petri_2,510.018,27.155,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,9.095,0,1.000,0,1.000
G1S24_Th232_Petri_2,584.808,43.842,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,2,2.940,14.628,0,1.000,0,1.000
G1S24_Th232_Petri_2,729.140,47.490,Bi-212,727.330,6.67,ПОКАЗАНО,1,3.771,1,3.771,I-131,1.7686,4,12.813,1,1.364,15.746,1,3.771,1,3.771
G1S24_Th232_Petri_2,916.741,64.091,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,2,5.170,21.121,0,1.000,0,1.000
G1S24_Th232_Petri_2,1123.576,65.055,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,21.347,0,1.000,0,1.000
G1S24_Th232_Petri_2,1456.183,69.596,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000,22.804,0,1.000,0,1.000
G1S24_Th232_Petri_2,1614.780,85.208,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,27.964,0,1.000,0,1.000
G1S24_Th232_Petri_2,2344.167,101.679,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000,34.301,0,1.000,0,1.000
G1S24_Th232_Petri_2,2623.087,118.257,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,40.709,0,1.000,0,1.000
G1S24_Y88_P25,231.306,26.489,Np-239,228.000,10.73,ПОКАЗАНО,3,4.063,3,4.063,Pb-212,43.6,1,2.758,2,2.758,9.203,0,1.000,0,1.000
G1S24_Y88_P25,661.756,60.017,Cs-137,662.000,85.1,ПОКАЗАНО,1,11.893,1,11.893,I-131,7.1557,4,48.117,2,1.873,20.016,0,1.000,0,1.000
G1S24_Y88_P25,899.698,62.583,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,0,1.000,20.714,0,1.000,0,1.000
G1S24_Y88_P25,1467.718,66.548,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000,22.097,0,1.000,0,1.000
G1S24_Y88_P25,1567.017,88.104,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.311,0,1.000,29.305,0,1.000,0,1.000
G1S24_Y88_P5,126.600,16.596,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,0,1.000,5.788,1,11.789,1,11.789
G1S24_Y88_P5,210.257,39.316,Ac-228,211.000,3.89,ПОКАЗАНО,3,20.043,3,20.043,Lu-176,77.9688,0,1.000,5,14.653,13.550,1,5.450,1,5.450
G1S24_Y88_P5,502.194,39.565,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,1,1.846,13.239,0,1.000,0,1.000
G1S24_Y88_P5,655.384,55.541,Cs-137,662.000,85.1,ПОКАЗАНО,1,11.893,1,11.893,I-131,7.1557,4,48.117,2,1.873,18.409,0,1.000,0,1.000
G1S24_Y88_P5,894.877,62.286,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,1,16.025,20.472,0,1.000,0,1.000
G1S24_Y88_P5,1355.018,71.982,Bi-214,1377.000,3.985,ПОКАЗАНО,1,25.090,1,25.090,Co-60,99.9826,2,2.675,0,1.000,23.654,0,1.000,0,1.000
G1S24_Y88_P5,1570.613,101.756,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.311,0,1.000,33.597,0,1.000,0,1.000
G1S24_Y88_P5,1848.112,98.850,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,32.917,0,1.000,0,1.000
G1S24_Y88_P5,2493.219,121.237,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,1,23.205,41.110,0,1.000,0,1.000
G1S24_Y88_P5,2764.236,123.577,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,41.947,0,1.000,0,1.000
G1S24_Zn65_P5,229.791,29.715,Np-239,228.000,10.73,ПОКАЗАНО,3,4.063,3,4.063,Pb-212,43.6,1,2.758,3,7.266,10.318,0,1.000,0,1.000
G1S24_Zn65_P5,866.849,87.161,Ac-228,835.000,1.61,ПОКАЗАНО,0,1.000,0,1.000,,,3,53.081,4,53.081,28.909,0,1.000,0,1.000
G1S24_Zn65_P5,1114.597,72.780,Eu-152,1111.000,13.67,ПОКАЗАНО,1,1.090,1,1.090,Bi-214,14.9,2,7.304,1,7.304,24.064,1,1.090,1,1.090
G1S24_Zn65_P5,1443.864,89.876,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,29.826,0,1.000,0,1.000
RC103_Cs137_0cm,200.920,32.386,Lu-176,202.000,77.9688,ПОКАЗАНО,4,21.420,4,21.420,Ra-226,3.64,0,1.000,1,7.266,13.306,0,1.000,0,1.000
RC103_Cs137_0cm,443.204,58.680,Ag-108m,433.000,90.5,ПОКАЗАНО,1,20.568,1,20.568,Ac-228,4.4,1,47.135,1,47.135,23.373,0,1.000,0,1.000
RC103_Cs137_0cm,659.423,60.426,Cs-137,662.000,85.1,ПОКАЗАНО,1,11.893,1,11.893,I-131,7.1557,4,48.117,2,1.873,23.449,0,1.000,0,1.000
RC103_K40,589.990,41.409,Tl-208,583.000,30.549,ПОКАЗАНО,1,1.487,1,1.487,Bi-214,45.44,2,4.269,1,2.940,16.076,0,1.000,0,1.000
RC103_K40,1175.940,107.782,Co-60,1173.000,99.85,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.127,3,17.127,37.409,0,1.000,0,1.000
RC103_K40,1480.987,102.708,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000,33.846,0,1.000,0,1.000
RC103_Lu176,202.790,28.920,Lu-176,202.000,77.9688,ПОКАЗАНО,2,20.043,2,20.043,Ac-228,3.89,2,21.420,3,21.420,11.910,1,3.678,1,3.678
RC103_Lu176,305.265,38.119,Lu-176,307.000,93.6,ПОКАЗАНО,2,58.500,2,58.500,Np-239,1.6,3,31.729,4,31.729,15.549,0,1.000,0,1.000
