spectrum,peak_kev,fwhm_kev,label,line_kev,intensity_pct,verdict,rivals,rival_factor,real_rivals,real_factor,best_rival,best_rival_i,matcher_alts,matcher_factor,near_miss,near_factor
G1S24_Th232_Denta120_2,922.220,20.365,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Th232_Denta120_2,1111.218,16.566,Eu-152,1111.000,13.67,ПОКАЗАНО,0,1.000,0,1.000,,,2,7.304,1,1.090
G1S24_Th232_Denta120_2,1457.187,19.784,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_Th232_Denta120_2,1616.518,28.641,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_Th232_Denta120_2,2363.160,30.710,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,2,23.205,0,1.000
G1S24_Th232_Denta120_2,2630.199,40.548,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th232_Mar,124.708,6.129,Eu-152,125.000,28.53,ПОКАЗАНО,0,1.000,0,1.000,,,1,11.789,1,11.789
G1S24_Th232_Mar,237.216,8.609,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Th232_Mar,338.017,10.482,Ac-228,338.000,11.27,ПОКАЗАНО,0,1.000,0,1.000,,,6,7.232,2,3.820
G1S24_Th232_Mar,468.656,7.583,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000
G1S24_Th232_Mar,510.269,8.510,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Th232_Mar,587.607,14.937,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
G1S24_Th232_Mar,727.601,15.659,Bi-212,727.330,6.67,ПОКАЗАНО,2,10.758,1,3.771,I-131,1.7686,5,12.813,0,1.000
G1S24_Th232_Mar,915.639,23.145,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,0,1.000
G1S24_Th232_Mar,1605.882,28.314,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,2,4.748,0,1.000
G1S24_Th232_Mar,2317.218,35.066,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000
G1S24_Th232_Mar,2621.781,41.187,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th232_Mar_2,48.581,2.245,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Th232_Mar_2,131.187,5.625,Ac-228,129.065,2.42,ПОКАЗАНО,0,1.000,0,1.000,,,2,11.789,0,1.000
G1S24_Th232_Mar_2,237.979,8.687,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Th232_Mar_2,337.293,10.521,Ac-228,338.000,11.27,ПОКАЗАНО,0,1.000,0,1.000,,,7,8.305,2,3.820
G1S24_Th232_Mar_2,464.226,6.598,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000
G1S24_Th232_Mar_2,508.796,8.941,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_Th232_Mar_2,586.351,14.876,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
G1S24_Th232_Mar_2,730.332,16.129,Bi-212,727.330,6.67,ПОКАЗАНО,1,10.758,0,1.000,,,5,12.813,1,3.771
G1S24_Th232_Mar_2,917.350,21.901,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,0,1.000
G1S24_Th232_Mar_2,1110.999,16.641,Eu-152,1111.000,13.67,ПОКАЗАНО,0,1.000,0,1.000,,,2,7.304,1,1.090
G1S24_Th232_Mar_2,1253.278,20.799,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Th232_Mar_2,1606.707,30.189,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_Th232_Mar_2,2309.474,36.599,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000
G1S24_Th232_Mar_2,2614.049,41.276,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th232_Petri,126.631,4.912,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,0,1.000
G1S24_Th232_Petri,237.816,8.252,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Th232_Petri,335.113,10.307,Ac-228,338.000,11.27,ПОКАЗАНО,0,1.000,0,1.000,,,7,8.305,2,3.820
G1S24_Th232_Petri,504.611,9.761,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_Th232_Petri,585.461,14.322,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
G1S24_Th232_Petri,723.916,14.678,I-131,722.000,1.7686,ПОКАЗАНО,2,3.771,1,3.771,Bi-212,6.67,5,48.321,0,1.000
G1S24_Th232_Petri,920.803,20.139,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Th232_Petri,1118.730,20.997,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,0,1.000
G1S24_Th232_Petri,1460.865,26.754,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_Th232_Petri,1616.585,22.438,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_Th232_Petri,2334.911,39.036,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000
G1S24_Th232_Petri,2626.018,40.375,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th232_Petri_2,126.489,5.162,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,0,1.000
G1S24_Th232_Petri_2,237.550,8.306,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Th232_Petri_2,337.694,10.286,Ac-228,338.000,11.27,ПОКАЗАНО,0,1.000,0,1.000,,,7,8.305,2,3.820
G1S24_Th232_Petri_2,462.307,7.284,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000
G1S24_Th232_Petri_2,510.018,9.095,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Th232_Petri_2,584.808,14.628,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
G1S24_Th232_Petri_2,729.140,15.746,Bi-212,727.330,6.67,ПОКАЗАНО,2,10.758,1,3.771,I-131,1.7686,4,12.813,0,1.000
G1S24_Th232_Petri_2,916.741,21.121,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,0,1.000
G1S24_Th232_Petri_2,1123.576,21.347,Bi-214,1120.000,14.9,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.701,1,1.090
G1S24_Th232_Petri_2,1456.183,22.804,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_Th232_Petri_2,1614.780,27.964,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_Th232_Petri_2,2344.167,34.301,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000
G1S24_Th232_Petri_2,2623.087,40.709,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Y88_P25,231.306,9.203,Np-239,228.000,10.73,ПОКАЗАНО,0,1.000,0,1.000,,,4,4.063,1,4.063
G1S24_Y88_P25,661.756,20.016,Cs-137,662.000,85.1,ПОКАЗАНО,0,1.000,0,1.000,,,5,48.117,0,1.000
G1S24_Y88_P25,899.698,20.714,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,0,1.000
G1S24_Y88_P25,1350.144,21.766,Co-60,1332.000,99.9826,ПОКАЗАНО,0,1.000,0,1.000,,,3,25.090,0,1.000
G1S24_Y88_P25,1467.718,22.097,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000
G1S24_Y88_P25,1567.017,29.305,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.311,0,1.000
G1S24_Y88_P25,1837.058,32.385,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Y88_P5,126.600,5.788,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,0,1.000
G1S24_Y88_P5,210.257,13.550,Ac-228,211.000,3.89,ПОКАЗАНО,1,5.450,1,5.450,U-237,21.2,2,20.043,1,20.043
G1S24_Y88_P5,502.194,13.239,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_Y88_P5,655.384,18.409,Cs-137,662.000,85.1,ПОКАЗАНО,0,1.000,0,1.000,,,5,48.117,0,1.000
G1S24_Y88_P5,894.877,20.472,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,0,1.000
G1S24_Y88_P5,1355.018,23.654,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,3,25.090,1,25.090
G1S24_Y88_P5,1570.613,33.597,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.311,0,1.000
G1S24_Y88_P5,1848.112,32.917,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Y88_P5,2493.219,41.110,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Y88_P5,2764.236,41.947,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Zn65_P5,229.791,10.318,Np-239,228.000,10.73,ПОКАЗАНО,0,1.000,0,1.000,,,4,4.063,1,4.063
G1S24_Zn65_P5,866.849,28.909,Ac-228,835.000,1.61,ПОКАЗАНО,0,1.000,0,1.000,,,3,53.081,0,1.000
G1S24_Zn65_P5,1114.597,24.064,Eu-152,1111.000,13.67,ПОКАЗАНО,1,1.090,1,1.090,Bi-214,14.9,2,7.304,0,1.000
G1S24_Zn65_P5,1443.864,29.826,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
RC103_Cs137_0cm,200.920,13.306,Lu-176,202.000,77.9688,ПОКАЗАНО,0,1.000,0,1.000,,,4,21.420,2,20.043
RC103_Cs137_0cm,443.204,23.373,Ag-108m,433.000,90.5,ПОКАЗАНО,0,1.000,0,1.000,,,2,47.135,1,20.568
RC103_Cs137_0cm,659.423,23.449,Cs-137,662.000,85.1,ПОКАЗАНО,0,1.000,0,1.000,,,5,48.117,1,11.893
RC103_K40,589.990,16.076,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
RC103_K40,1175.940,37.409,Co-60,1173.000,99.85,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.127,0,1.000
RC103_K40,1480.987,33.846,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000
RC103_Lu176,151.920,6.586,U-235,145.000,10.96,ПОКАЗАНО,1,12177.778,0,1.000,,,0,1.000,0,1.000
RC103_Lu176,202.790,11.910,Lu-176,202.000,77.9688,ПОКАЗАНО,1,3.678,1,3.678,U-237,21.2,3,21.420,1,20.043
RC103_Lu176,305.265,15.549,Lu-176,307.000,93.6,ПОКАЗАНО,0,1.000,0,1.000,,,5,58.500,2,58.500
