ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-CsI,Xray-Pb,continuum
282,101.218,115664.941,115664.941,119939.159,119744.450,87701.276,32041.198,0.000,196.684,0.000
283,101.602,115776.361,115776.361,119811.226,119650.143,87632.477,32016.063,0.000,162.687,0.000
284,101.985,115769.928,115769.928,119688.474,119555.835,87563.630,31990.910,0.000,133.934,0.000
285,102.369,115476.851,115476.851,119570.231,119461.528,87494.743,31965.743,0.000,109.745,0.000
286,102.753,115756.025,115756.025,119455.888,119367.221,87425.823,31940.563,0.000,89.502,0.000
287,103.136,114822.877,114822.877,119344.898,119272.914,87356.875,31915.373,0.000,72.650,0.000
288,103.520,115265.432,115265.432,119236.772,119178.606,87287.903,31890.175,0.000,58.694,0.000
289,103.903,115176.289,115176.289,119131.077,119084.299,87218.912,31864.969,0.000,47.196,0.000
290,104.287,115163.908,115163.908,119027.435,118989.992,87149.905,31839.758,0.000,37.772,0.000
291,104.670,114780.141,114780.141,118925.515,118895.684,87080.885,31814.542,0.000,30.088,0.000
292,105.054,114816.534,114816.534,118825.030,118801.377,87011.854,31789.322,0.000,23.854,0.000
293,105.438,114982.205,114982.205,118725.737,118707.070,86942.815,31764.099,0.000,18.823,0.000
294,105.821,115464.077,115464.077,118627.425,118612.763,86873.769,31738.873,0.000,14.783,0.000
295,106.205,114674.908,114674.908,118529.918,118518.455,86804.717,31713.645,0.000,11.555,0.000
296,106.588,115353.806,115353.806,118433.067,118424.148,86735.661,31688.416,0.000,8.990,0.000
297,106.972,115630.128,115630.128,118336.748,118329.841,86666.601,31663.185,0.000,6.961,0.000
298,107.356,115640.773,115640.773,118240.857,118235.533,86597.538,31637.954,0.000,5.365,0.000
299,107.739,115112.780,115112.780,118145.310,118141.226,86528.474,31612.721,0.000,4.115,0.000
300,108.123,115351.463,115351.463,118050.037,118046.919,86459.407,31587.488,0.000,3.142,0.000
301,108.507,115849.972,115849.972,117954.981,117952.612,86390.339,31562.255,0.000,2.387,0.000
302,108.890,115816.476,115816.476,117860.097,117858.304,86321.270,31537.021,0.000,1.806,0.000
303,109.274,116073.921,116073.921,117765.346,117763.997,86252.201,31511.787,0.000,1.359,0.000
304,109.658,116273.857,116273.857,117670.701,117669.690,86183.130,31486.552,0.000,1.018,0.000
305,110.042,116476.282,116476.282,117576.136,117575.382,86114.060,31461.317,0.000,0.759,0.000
306,110.425,115922.824,115922.824,117481.635,117481.075,86044.989,31436.083,0.000,0.563,0.000
307,110.809,116338.624,116338.624,117387.181,117386.768,85975.917,31410.848,0.000,0.416,0.000
308,111.193,116536.412,116536.412,117292.764,117292.461,85906.846,31385.613,0.000,0.306,0.000
309,111.577,116523.928,116523.928,117198.376,117198.153,85837.774,31360.378,0.000,0.224,0.000
310,111.960,116332.366,116332.366,117104.008,117103.846,85768.702,31335.143,0.000,0.163,0.000
311,112.344,116787.476,116787.476,117009.656,117009.539,85699.630,31309.908,0.000,0.118,0.000
312,112.728,116890.760,116890.760,116915.316,116915.231,85630.558,31284.673,0.000,0.085,0.000
313,113.112,117546.959,117546.959,116820.985,116820.924,85561.486,31259.438,0.000,0.061,0.000
314,113.496,117567.437,117567.437,116726.660,116726.617,85492.414,31234.202,0.000,0.044,0.000
315,113.879,116882.785,116882.785,116632.340,116632.310,85423.342,31208.967,0.000,0.031,0.000
316,114.263,117569.456,117569.456,116734.436,116734.414,85498.125,31236.289,0.000,0.022,0.000
317,114.647,118244.230,118244.230,116836.534,116836.519,85572.908,31263.611,0.000,0.016,0.000
318,115.031,118239.256,118239.256,116938.634,116938.623,85647.691,31290.932,0.000,0.011,0.000
319,115.415,117416.218,117416.218,117040.735,117040.728,85722.474,31318.254,0.000,0.008,0.000
320,115.799,117819.044,117819.044,117142.838,117142.832,85797.257,31345.575,0.000,0.005,0.000
321,116.183,118882.599,118882.599,117244.941,117244.937,85872.040,31372.897,0.000,0.004,0.000
322,116.567,118156.972,118156.972,117347.044,117347.042,85946.823,31400.218,0.000,0.003,0.000
323,116.950,118610.179,118610.179,117449.148,117449.146,86021.606,31427.540,0.000,0.002,0.000
324,117.334,118635.353,118635.353,117551.252,117551.251,86096.389,31454.862,0.000,0.001,0.000
325,117.718,119438.108,119438.108,117653.356,117653.355,86171.172,31482.183,0.000,0.001,0.000
326,118.102,119372.870,119372.870,117755.460,117755.460,86245.955,31509.505,0.000,0.001,0.000
327,118.486,119362.870,119362.870,117857.565,117857.564,86320.738,31536.826,0.000,0.000,0.000
328,118.870,119415.553,119415.553,117959.669,117959.669,86395.521,31564.148,0.000,0.000,0.000
329,119.254,120424.908,120424.908,118061.774,118061.774,86470.304,31591.469,0.000,0.000,0.000
330,119.638,120291.688,120291.688,118163.878,118163.878,86545.087,31618.791,0.000,0.000,0.000
331,120.022,119647.696,119647.696,118265.983,118265.983,86619.870,31646.113,0.000,0.000,0.000
332,120.406,119899.773,119899.773,118368.087,118368.087,86694.653,31673.434,0.000,0.000,0.000
333,120.790,120509.921,120509.921,118470.192,118470.192,86769.436,31700.756,0.000,0.000,0.000
334,121.174,119846.644,119846.644,118572.296,118572.296,86844.219,31728.077,0.000,0.000,0.000
335,121.558,120055.038,120055.038,118674.401,118674.401,86919.002,31755.399,0.000,0.000,0.000
336,121.942,120225.463,120225.463,118776.506,118776.506,86993.785,31782.720,0.000,0.000,0.000
337,122.326,121476.412,121476.412,118878.610,118878.610,87068.568,31810.042,0.000,0.000,0.000
338,122.710,120798.650,120798.650,118980.715,118980.715,87143.351,31837.364,0.000,0.000,0.000
339,123.095,120849.959,120849.959,119082.819,119082.819,87218.134,31864.685,0.000,0.000,0.000
340,123.479,120520.514,120520.514,119184.924,119184.924,87292.917,31892.007,0.000,0.000,0.000
341,123.863,121285.980,121285.980,119287.028,119287.028,87367.700,31919.328,0.000,0.000,0.000
342,124.247,121093.386,121093.386,119389.133,119389.133,87442.483,31946.650,0.000,0.000,0.000
343,124.631,121085.476,121085.476,119491.238,119491.238,87517.266,31973.971,0.000,0.000,0.000
344,125.015,120810.044,120810.044,119593.342,119593.342,87592.049,32001.293,0.000,0.000,0.000
345,125.399,121406.218,121406.218,119695.447,119695.447,87666.832,32028.615,0.000,0.000,0.000
346,125.783,121421.882,121421.882,119797.551,119797.551,87741.615,32055.936,0.000,0.000,0.000
347,126.168,121690.954,121690.954,119899.656,119899.656,87816.398,32083.258,0.000,0.000,0.000
348,126.552,121869.430,121869.430,120001.760,120001.760,87891.181,32110.579,0.000,0.000,0.000
349,126.936,121822.998,121822.998,120103.865,120103.865,87965.964,32137.901,0.000,0.000,0.000
350,127.320,121883.934,121883.934,120205.970,120205.970,88040.747,32165.222,0.000,0.000,0.000
351,127.704,121975.044,121975.044,120308.074,120308.074,88115.530,32192.544,0.000,0.000,0.000
352,128.089,122372.166,122372.166,120410.179,120410.179,88190.313,32219.866,0.000,0.000,0.000
353,128.473,122433.468,122433.468,120512.283,120512.283,88265.096,32247.187,0.000,0.000,0.000
354,128.857,122608.056,122608.056,120614.388,120614.388,88339.879,32274.509,0.000,0.000,0.000
355,129.241,122206.624,122206.624,120716.492,120716.492,88414.662,32301.830,0.000,0.000,0.000
356,129.626,122141.721,122141.721,120818.597,120818.597,88489.445,32329.152,0.000,0.000,0.000
357,130.010,122751.514,122751.514,120920.702,120920.702,88564.228,32356.473,0.000,0.000,0.000
358,130.394,122268.941,122268.941,121022.806,121022.806,88639.011,32383.795,0.000,0.000,0.000
359,130.778,122421.335,122421.335,121124.911,121124.911,88713.794,32411.117,0.000,0.000,0.000
360,131.163,122559.133,122559.133,121227.015,121227.015,88788.577,32438.438,0.000,0.000,0.000
361,131.547,122029.870,122029.870,121329.120,121329.120,88863.360,32465.760,0.000,0.000,0.000
362,131.931,122840.404,122840.404,121431.224,121431.224,88938.143,32493.081,0.000,0.000,0.000
363,132.316,122770.818,122770.818,121533.329,121533.329,89012.926,32520.403,0.000,0.000,0.000
364,132.700,122458.675,122458.675,121635.434,121635.434,89087.709,32547.725,0.000,0.000,0.000
365,133.084,123022.230,123022.230,121737.538,121737.538,89162.492,32575.046,0.000,0.000,0.000
366,133.469,123389.831,123389.831,121839.643,121839.643,89237.275,32602.368,0.000,0.000,0.000
367,133.853,122535.392,122535.392,121941.747,121941.747,89312.058,32629.689,0.000,0.000,0.000
368,134.238,122482.366,122482.366,122043.852,122043.852,89386.841,32657.011,0.000,0.000,0.000
369,134.622,122275.959,122275.959,122145.957,122145.956,89461.624,32684.333,0.000,0.000,0.000
370,135.006,122664.663,122664.663,122248.061,122248.061,89536.407,32711.654,0.000,0.000,0.000
371,135.391,122428.599,122428.599,122350.166,122350.166,89611.190,32738.976,0.000,0.000,0.000
372,135.775,122628.417,122628.417,122452.271,122452.270,89685.973,32766.298,0.000,0.000,0.000
373,136.160,122907.793,122907.793,122554.375,122554.375,89760.756,32793.619,0.000,0.000,0.000
374,136.544,122880.701,122880.701,122656.480,122656.479,89835.539,32820.941,0.000,0.000,0.000
375,136.929,123254.837,123254.837,122758.585,122758.584,89910.322,32848.263,0.000,0.000,0.000
376,137.313,123306.340,123306.340,122860.690,122860.688,89985.105,32875.585,0.000,0.000,0.000
377,137.697,122713.108,122713.108,122962.795,122962.793,90059.888,32902.907,0.000,0.000,0.000
378,138.082,122860.624,122860.624,123064.900,123064.898,90134.671,32930.229,0.000,0.000,0.000
379,138.466,122361.075,122361.075,123105.008,123105.005,90164.046,32940.962,0.000,0.000,0.000
380,138.851,122549.404,122549.404,123145.116,123145.112,90193.422,32951.695,0.000,0.000,0.000
381,139.235,122853.166,122853.166,123185.225,123185.220,90222.797,32962.428,0.000,0.000,0.000
382,139.620,122066.062,122066.062,123225.334,123225.327,90252.172,32973.162,0.000,0.000,0.000
383,140.005,122681.315,122681.315,123265.443,123265.434,90281.547,32983.896,0.000,0.000,0.000
384,140.389,122962.044,122962.044,123305.553,123305.542,90310.923,32994.631,0.000,0.000,0.000
385,140.774,122638.146,122638.146,123345.664,123345.649,90340.298,33005.366,0.000,0.000,0.000
386,141.158,122010.767,122010.767,123385.775,123385.756,90369.673,33016.102,0.000,0.000,0.000
387,141.543,122658.146,122658.146,123425.888,123425.864,90399.048,33026.840,0.000,0.000,0.000
388,141.927,122619.069,122619.069,123466.002,123465.971,90428.424,33037.578,0.000,0.000,0.000
389,142.312,122977.599,122977.599,123506.118,123506.078,90457.799,33048.319,0.000,0.000,0.000
390,142.697,122922.675,122922.675,123546.236,123546.186,90487.174,33059.062,0.000,0.000,0.000
391,143.081,122642.185,122642.185,123586.357,123586.293,90516.550,33069.807,0.000,0.000,0.000
392,143.466,122386.701,122386.701,123626.481,123626.400,90545.925,33080.557,0.000,0.000,0.000
393,143.851,123035.069,123035.069,123666.610,123666.508,90575.300,33091.310,0.000,0.000,0.000
394,144.235,122733.773,122733.773,123706.745,123706.615,90604.676,33102.069,0.000,0.000,0.000
395,144.620,122950.760,122950.760,123746.885,123746.722,90634.051,33112.834,0.000,0.000,0.000
396,145.005,123022.747,123022.747,123787.035,123786.830,90663.427,33123.608,0.000,0.000,0.000
397,145.389,122574.650,122574.650,123827.194,123826.937,90692.802,33134.392,0.000,0.000,0.000
398,145.774,122640.346,122640.346,123867.366,123867.044,90722.178,33145.189,0.000,0.000,0.000
399,146.159,122761.320,122761.320,123907.554,123907.152,90751.553,33156.000,0.000,0.000,0.000
400,146.543,122330.811,122330.811,123947.760,123947.259,90780.929,33166.831,0.000,0.000,0.000
401,146.928,122780.714,122780.714,123987.990,123987.366,90810.305,33177.685,0.000,0.000,0.000
402,147.313,122898.450,122898.450,124028.247,124027.474,90839.681,33188.566,0.000,0.000,0.000
403,147.698,122467.269,122467.269,124068.539,124067.581,90869.058,33199.482,0.000,0.000,0.000
404,148.082,122613.829,122613.829,124108.873,124107.688,90898.434,33210.439,0.000,0.000,0.000
405,148.467,122723.514,122723.514,124149.257,124147.796,90927.811,33221.446,0.000,0.000,0.000
406,148.852,123251.197,123251.197,124189.702,124187.903,90957.189,33232.513,0.000,0.000,0.000
407,149.237,123202.417,123202.417,124230.220,124228.010,90986.567,33243.654,0.000,0.000,0.000
408,149.622,123119.062,123119.062,124270.827,124268.118,91015.945,33254.882,0.000,0.000,0.000
409,150.006,123208.120,123208.120,124311.539,124308.225,91045.324,33266.215,0.000,0.000,0.000
410,150.391,123698.172,123698.172,124352.379,124348.332,91074.704,33277.674,0.000,0.000,0.000
411,150.776,122624.468,122624.468,124393.369,124388.440,91104.085,33289.284,0.000,0.000,0.000
412,151.161,123577.985,123577.985,124434.541,124428.547,91133.468,33301.073,0.000,0.000,0.000
413,151.546,124112.972,124112.972,124475.927,124468.654,91162.852,33313.075,0.000,0.000,0.000
414,151.931,123835.320,123835.320,124517.567,124508.762,91192.238,33325.330,0.000,0.000,0.000
415,152.315,123466.721,123466.721,124559.509,124548.869,91221.626,33337.884,0.000,0.000,0.000
416,152.700,123190.256,123190.256,124601.807,124588.976,91251.016,33350.791,0.000,0.000,0.000
417,153.085,123996.791,123996.791,124644.524,124629.084,91280.410,33364.114,0.000,0.000,0.000
418,153.470,123196.599,123196.599,124687.734,124669.191,91309.808,33377.926,0.000,0.000,0.000
419,153.855,123711.688,123711.688,124731.522,124709.298,91339.210,33392.312,0.000,0.000,0.000
420,154.240,123843.507,123843.507,124775.986,124749.406,91368.618,33407.368,0.000,0.000,0.000
421,154.625,123813.481,123813.481,124821.238,124789.513,91398.032,33423.207,0.000,0.000,0.000
422,155.010,123801.159,123801.159,124867.410,124829.620,91427.453,33439.957,0.000,0.000,0.000
423,155.395,124007.622,124007.622,124914.649,124869.728,91456.884,33457.766,0.000,0.000,0.000
424,155.780,123723.371,123723.371,124963.126,124909.835,91486.325,33476.801,0.000,0.000,0.000
425,156.165,123880.366,123880.366,125013.033,124949.942,91515.778,33497.256,0.000,0.000,0.000
426,156.550,124023.223,124023.223,125064.591,124990.050,91545.245,33519.346,0.000,0.000,0.000
427,156.935,124307.901,124307.901,125118.049,125030.157,91574.729,33543.320,0.000,0.000,0.000
428,157.320,123499.146,123499.146,125173.687,125070.264,91604.233,33569.455,0.000,0.000,0.000
429,157.705,124436.029,124436.029,125231.824,125110.372,91633.759,33598.065,0.000,0.000,0.000
430,158.090,124047.062,124047.062,125292.816,125150.479,91663.312,33629.504,0.000,0.000,0.000
431,158.475,123925.778,123925.778,125357.062,125190.586,91692.895,33664.167,0.000,0.000,0.000
432,158.860,124773.507,124773.507,125425.010,125230.694,91722.514,33702.496,0.000,0.000,0.000
433,159.245,124315.003,124315.003,125497.158,125270.801,91752.174,33744.984,0.000,0.000,0.000
434,159.630,124215.320,124215.320,125574.058,125310.908,91781.881,33792.178,0.000,0.000,0.000
435,160.015,124907.016,124907.016,125656.326,125351.016,91811.641,33844.685,0.000,0.000,0.000
436,160.400,124770.829,124770.829,125744.638,125391.123,91841.464,33903.175,0.000,0.000,0.000
437,160.785,125201.952,125201.952,125839.744,125431.230,91871.357,33968.386,0.000,0.000,0.000
438,161.170,125283.681,125283.681,125942.463,125471.338,91901.331,34041.131,0.000,0.000,0.000
439,161.556,125243.016,125243.016,126053.695,125511.445,91931.398,34122.297,0.000,0.000,0.000
440,161.941,124839.798,124839.798,126174.423,125551.552,91961.569,34212.854,0.000,0.000,0.000
441,162.326,125273.011,125273.011,126305.716,125591.660,91991.858,34313.858,0.000,0.000,0.000
442,162.711,125317.745,125317.745,125977.269,125160.300,91676.944,34300.325,0.000,0.000,0.000
443,163.096,124890.604,124890.604,125661.804,124728.941,91362.172,34299.632,0.000,0.000,0.000
444,163.481,124977.410,124977.410,125360.676,124297.582,91047.560,34313.116,0.000,0.000,0.000
445,163.867,125634.880,125634.880,125075.342,123866.222,90733.127,34342.215,0.000,0.000,0.000
446,164.252,126355.868,126355.868,124807.359,123434.863,90418.893,34388.466,0.000,0.000,0.000
447,164.637,125748.313,125748.313,124558.395,123003.504,90104.882,34453.513,0.000,0.000,0.000
448,165.022,125554.404,125554.404,124330.220,122572.144,89791.118,34539.102,0.000,0.000,0.000
449,165.407,126313.236,126313.236,124124.712,122140.785,89477.628,34647.084,0.000,0.000,0.000
450,165.793,126070.990,126070.990,123943.854,121709.426,89164.441,34779.412,0.000,0.000,0.000
451,166.178,126677.745,126677.745,123789.731,121278.066,88851.589,34938.142,0.000,0.000,0.000
452,166.563,126672.681,126672.681,123664.531,120846.707,88539.106,35125.425,0.000,0.000,0.000
453,166.948,127267.532,127267.532,123570.534,120415.348,88227.028,35343.506,0.000,0.000,0.000
454,167.334,127334.507,127334.507,123510.111,119983.988,87915.394,35594.717,0.000,0.000,0.000
455,167.719,127763.765,127763.765,123485.714,119552.629,87604.247,35881.467,0.000,0.000,0.000
456,168.104,127745.261,127745.261,123499.870,119121.270,87293.631,36206.239,0.000,0.000,0.000
457,168.490,128680.487,128680.487,123555.167,118689.910,86983.593,36571.574,0.000,0.000,0.000
458,168.875,128070.694,128070.694,123654.243,118258.551,86674.184,36980.059,0.000,0.000,0.000
459,169.260,129197.507,129197.507,123799.775,117827.192,86365.457,37434.318,0.000,0.000,0.000
460,169.646,128664.939,128664.939,123994.461,117395.832,86057.469,37936.992,0.000,0.000,0.000
461,170.031,129536.287,129536.287,124241.002,116964.473,85750.277,38490.725,0.000,0.000,0.000
462,170.416,129521.417,129521.417,124542.089,116533.114,85443.944,39098.145,0.000,0.000,0.000
463,170.802,130352.635,130352.635,124900.376,116101.754,85138.534,39761.842,0.000,0.000,0.000
464,171.187,130137.990,130137.990,125318.466,115670.395,84834.115,40484.351,0.000,0.000,0.000
465,171.572,130579.042,130579.042,125798.882,115239.035,84530.755,41268.127,0.000,0.000,0.000
466,171.958,131486.274,131486.274,126344.049,114807.676,84228.526,42115.522,0.000,0.000,0.000
467,172.343,132874.164,132874.164,126956.266,114376.317,83927.504,43028.762,0.000,0.000,0.000
468,172.729,132765.203,132765.203,127637.684,113944.957,83627.763,44009.921,0.000,0.000,0.000
469,173.114,133615.152,133615.152,128390.277,113513.598,83329.381,45060.896,0.000,0.000,0.000
470,173.500,133996.397,133996.397,129215.820,113082.239,83032.439,46183.381,0.000,0.000,0.000
471,173.885,134957.926,134957.926,130115.861,112650.879,82737.016,47378.845,0.000,0.000,0.000
472,174.271,135592.990,135592.990,131091.697,112219.520,82443.193,48648.503,0.000,0.000,0.000
473,174.656,136284.300,136284.300,132144.348,111788.161,82151.054,49993.294,0.000,0.000,0.000
474,175.042,137302.346,137302.346,133274.537,111356.801,81860.680,51413.857,0.000,0.000,0.000
475,175.427,138428.152,138428.152,134482.664,110925.442,81572.154,52910.510,0.000,0.000,0.000
476,175.813,139146.597,139146.597,135768.786,110494.083,81285.557,54483.229,0.000,0.000,0.000
477,176.198,140490.190,140490.190,137132.600,110062.723,81000.969,56131.631,0.000,0.000,0.000
